Timestamp;Pressure (hPa);Temperature (°C);Humidity (%);Bme280 Altitude (m);Speed (m/s);Relative Vertical Acceleration (m/s^2);Absolute Acceleration X (m/s^2);Absolute Acceleration Y (m/s^2);Absolute Acceleration Z (m/s^2);Rate of Rotation X (°/s);Rate of Rotation Y (°/s);Rate of Rotation Z (°/s);Rotation X (°);Rotation Y (°);Motor Rotation (°);Luminance at 0° (lux);Luminance at 120° (lux);Luminance at 240° (lux);Calculated Light Angle (°);Solar Panel Voltage (V);Gps Lat (°);Gps Lon (°);Gps Altitude (m);Errors;Status
1011;955,42;21,07;0,25;492,99;;;;;-9,153032946777342;;;;;;;;;;;;None;None;None;;ground_level
2021;955,27;20,97;0,25;494,3;;;;;-9,085995300292968;;;;;;;;;;;;None;None;None;;ground_level
3031;955,31;21,0;0,25;493,95;;;;;-9,145850341796875;;;;;;;;;;;;None;None;None;;ground_level
4041;955,37;21,02;0,25;493,42;;;;;-9,088389501953124;;;;;;;;;;;;None;None;None;;ground_level
5051;955,23;20,93;0,25;494,64;;;;;-9,212887988281249;;;;;;;;;;;;None;None;None;;ground_level
6067;955,28;20,96;0,25;494,21;;;;;-9,047688073730468;;;;;;;;;;;;None;None;None;;ground_level
7077;955,36;21,0;0,25;493,51;;;;;-9,30147344970703;;;;;;;;;;;;None;None;None;;ground_level
8087;955,25;20,9;0,25;494,47;;;;;-9,1554271484375;;;;;;;;;;;;None;None;None;;ground_level
9097;955,3;20,94;0,25;494,03;;;;;-9,172186560058593;;;;;;;;;;;;None;None;None;;ground_level
10107;955,38;20,97;0,25;493,33;;;;;-9,093177905273437;;;;;;;;;;;;None;None;None;;ground_level
11121;955,25;20,88;0,25;494,47;;;;;-9,17458076171875;;;;;;;;;;;;None;None;None;;ground_level
12131;955,31;20,91;0,25;493,95;-0,51;None;2,1068974609374997;6,1076084350585935;-9,153032946777342;29,841099236641224;-0,840206106870229;-0,5150763358778627;33,03;-10,84;;;;;;;None;None;None;7,F;ascending
