Timestamp;Pressure (hPa);Temperature (°C);Humidity (%);Bme280 Altitude (m);Speed (m/s);Relative Vertical Acceleration (m/s^2);Absolute Acceleration X (m/s^2);Absolute Acceleration Y (m/s^2);Absolute Acceleration Z (m/s^2);Rate of Rotation X (°/s);Rate of Rotation Y (°/s);Rate of Rotation Z (°/s);Rotation X (°);Rotation Y (°);Motor Rotation (°);Luminance at 0° (lux);Luminance at 120° (lux);Luminance at 240° (lux);Calculated Light Angle (°);Solar Panel Voltage (V);Gps Lat (°);Gps Lon (°);Gps Altitude (m);Errors;Status
17647;955,38;25,5;0,27;493,33;-0,36;-0,001;1,6328455322265625;5,983109948730468;-9,291896643066405;40,66412213740458;0,6564885496183206;1,0534351145038168;32,38;-8,4;0;0;0;0;0;0,0;None;None;None;1,7,2,1;descending
18148;955,31;25,45;0,27;493,95;1,24;0,003;1,6232687255859375;6,100425830078125;-9,296685046386719;40,93129770992366;0,7862595419847328;0,9618320610687023;32,88;-8,31;0;0;0;0;0;0,596;None;None;None;2,7,1,2;descending
18649;955,27;25,42;0,27;494,3;0,7;-0,001;1,6041151123046875;6,054935998535156;-9,421183532714844;40,79389312977099;0,8091603053435115;1,1221374045801527;32,36;-8,15;0;0;0;0;0;0,597;None;None;None;2,7,1,2;descending
19150;955,25;25,41;0,27;494,47;0,34;-0,001;1,6519991455078125;6,069301208496094;-9,246406811523437;40,67175572519084;0,8625954198473282;1,1068702290076335;32,87;-8,49;0;0;0;0;0;0,0;None;None;None;7,1,2;descending
19650;955,26;25,42;0,27;494,38;-0,18;-0,001;1,6041151123046875;6,059724401855468;-9,303867651367186;40,7557251908397;0,6641221374045801;1,099236641221374;32,69;-8,22;0;0;0;0;0;0,0;None;None;None;1,7,2,1;descending
20151;955,26;25,42;0,27;494,38;0,0;0,0;1,6112977172851561;6,054935998535156;-9,294290844726563;40,69465648854962;0,6259541984732825;1,0076335877862594;32,7;-8,26;0;0;0;0;0;0,0;None;None;None;7,1,2;descending
20652;955,21;25,38;0,27;494,82;0,88;0,002;1,6519991455078125;6,105214233398437;-9,244012609863281;40,85496183206107;0,9541984732824428;0,8625954198473282;33,03;-8,48;0;0;0;0;0;0,596;None;None;None;7,1,2;descending
21154;955,17;25,36;0,27;495,17;0,7;-0,0;1,5562310791015623;6,035782385253906;-9,275137231445312;40,67175572519084;0,8396946564885496;0,9618320610687023;32,69;-8,01;0;0;0;0;0;0,0;None;None;None;1,7,2,1;descending
21655;955,16;25,35;0,27;495,26;0,18;-0,001;1,6136919189453125;6,0333881835937495;-9,318232861328125;40,81679389312977;0,7099236641221374;0,9770992366412213;32,54;-8,27;0;0;0;0;0;0,0;None;None;None;7,1,2;landed
22157;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
23162;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
24166;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
25171;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
