Timestamp;Pressure (hPa);Temperature (°C);Humidity (%);Bme280 Altitude (m);Speed (m/s);Relative Vertical Acceleration (m/s^2);Absolute Acceleration X (m/s^2);Absolute Acceleration Y (m/s^2);Absolute Acceleration Z (m/s^2);Rate of Rotation X (°/s);Rate of Rotation Y (°/s);Rate of Rotation Z (°/s);Rotation X (°);Rotation Y (°);Motor Rotation (°);Luminance at 0° (lux);Luminance at 120° (lux);Luminance at 240° (lux);Calculated Light Angle (°);Solar Panel Voltage (V);Gps Lat (°);Gps Lon (°);Gps Altitude (m);Errors;Status
19148;955,26;23,98;0,22;494,38;-1,06;-0,002;3,2824504760742186;4,853046765136718;-10,007762939453125;39,16030534351145;26,419847328244273;-26,419847328244273;24,74;-16,44;0;3,3333;0;0;None;0,602;None;None;None;7;descending
19649;955,3;24,0;0,22;494,03;-0,7;0,001;2,961627453613281;4,76924970703125;-11,52329259033203;45,82442748091603;-20,015267175572518;0,7099236641221374;21,84;-13,36;0;3,3333;0;0;None;0,0;None;None;None;7;descending
20150;955,3;24,0;0,22;494,03;0,0;0,001;2,9185318237304685;4,814739538574218;-10,029310754394531;41,13740458015267;-2,2977099236641223;-12,877862595419847;24,75;-14,7;0;3,3333;0,0;0,0;None;0,603;None;None;None;7;descending
20652;955,33;24,01;0,22;493,77;-0,52;-0,001;3,0502129150390624;5,073313317871094;-7,802703210449218;33,083969465648856;13,022900763358779;24,3206106870229;31,2;-18,15;0;3,3333;0,0;0,0;None;0,603;None;None;None;7;descending
21153;955,27;23,97;0,22;494,3;1,06;0,003;2,3295582153320313;5,884947680664062;-12,00213292236328;11,045801526717558;25,6793893129771;-28,748091603053435;25,7;-9,89;0;3,3333;0,0;0,0;None;0,603;None;None;None;7;descending
21654;955,31;23,99;0,22;493,95;-0,7;-0,004;2,6527754394531247;7,036558679199218;-10,89122335205078;21,938931297709924;-51,13740458015267;2,282442748091603;32,12;-11,56;0;3,3333;0,0;0,0;None;0,603;None;None;None;7;landed
22156;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
23161;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
24165;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
25169;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
26173;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
27178;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
28182;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
29186;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
30190;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
