Timestamp;Pressure (hPa);Temperature (°C);Humidity (%);Bme280 Altitude (m);Speed (m/s);Relative Vertical Acceleration (m/s^2);Absolute Acceleration X (m/s^2);Absolute Acceleration Y (m/s^2);Absolute Acceleration Z (m/s^2);Rate of Rotation X (°/s);Rate of Rotation Y (°/s);Rate of Rotation Z (°/s);Rotation X (°);Rotation Y (°);Motor Rotation (°);Luminance at 0° (lux);Luminance at 120° (lux);Luminance at 240° (lux);Calculated Light Angle (°);Solar Panel Voltage (V);Gps Lat (°);Gps Lon (°);Gps Altitude (m);Errors;Status
19151;955,25;21,51;0,28;494,47;-1,04;0,0;2,061407629394531;6,129156249999999;-9,011775048828124;40,25954198473283;0,7251908396946565;0,916030534351145;33,54;-10,71;43,2;23,3333;36,6667;0,0;44;0,603;None;None;None;7;descending
19655;955,29;21,55;0,28;494,12;-0,69;0,001;2,068590234375;6,232106921386718;-9,02135185546875;40,87786259541985;0,8702290076335878;0,7786259541984732;33,95;-10,68;43,2;23,3333;36,6667;0,0;44;0,603;None;None;None;7;descending
20158;955,29;21,55;0,28;494,12;0,0;0,001;2,114080065917969;6,229712719726562;-8,923189587402343;40,80916030534351;0,8473282442748091;0,5648854961832062;34,19;-10,99;43,2;23,3333;36,6667;0,0;44;0,603;None;None;None;7;descending
20658;955,32;21,56;0,28;493,86;-0,52;-0,001;2,061407629394531;6,234501123046875;-9,02135185546875;40,93129770992366;0,3053435114503817;2,1755725190839694;33,97;-10,65;45,0;23,3333;40,0;0,0;50;0,603;None;None;None;7;descending
21159;955,14;21,45;0,28;495,43;3,13;0,007;2,013523596191406;6,294356164550781;-9,030928662109375;39,48854961832061;1,7557251908396947;-0,40458015267175573;34,23;-10,37;70,2;20,0;80,0;0,0;90;0,603;None;None;None;7;descending
21660;955,21;21,5;0,28;494,82;-1,22;-0,009;2,104503259277344;6,1076084350585935;-9,220070593261719;40,31297709923664;0,5190839694656488;0,3435114503816794;32,86;-10,77;97,2;6,6667;80,0;0,0;107;0,604;None;None;None;7;descending
22161;955,26;21,54;0,28;494,38;-0,88;0,001;2,0829554443359375;6,160280871582031;-9,129090930175781;40,36641221374046;0,5267175572519084;0,5954198473282443;33,34;-10,71;97,2;6,6667;26,6667;0,0;90;0,603;None;None;None;7;descending
22662;955,26;21,54;0,28;494,38;0,0;0,002;2,085349645996094;6,121973645019531;-9,13627353515625;39,97709923664122;0,33587786259541985;0,9847328244274809;33,16;-10,74;100,8;3,3333;23,3333;0,0;103;0,602;None;None;None;7;descending
23162;955,31;21,56;0,28;493,95;-0,86;-0,002;2,0877438476562498;6,263231542968749;-9,14824454345703;40,595419847328245;0,5954198473282443;0,7404580152671756;33,72;-10,66;100,8;3,3333;20,0;0,0;100;0,603;None;None;None;7;descending
23663;955,22;21,5;0,27;494,73;1,56;0,005;2,0542250244140625;6,229712719726562;-9,184157568359375;40,17557251908397;0,3893129770992366;1,0305343511450382;33,5;-10,49;100,8;6,6667;20,0;0,0;100;0,603;None;None;None;7;descending
24164;955,07;21,4;0,27;496,04;2,61;0,002;2,094926452636719;6,234501123046875;-9,076418493652342;40,396946564885496;0,9847328244274809;0,8091603053435115;33,79;-10,77;98,99999999999999;3,3333;20,0;0,0;100;0,603;None;None;None;7;descending
24665;955,17;21,47;0,27;495,17;-1,74;-0,009;2,1068974609374997;6,232106921386718;-8,990227233886719;40,33587786259542;0,5190839694656488;0,7786259541984732;34,02;-10,9;91,79999999999998;6,6667;23,3333;0,0;86;0,603;None;None;None;7;descending
25166;955,24;21,52;0,27;494,56;-1,22;0,001;2,0638018310546875;6,279990954589843;-8,997409838867187;40,18320610687023;0,5267175572519084;0,7175572519083969;34,23;-10,65;93,59999999999998;6,6667;23,3333;0,0;86;0,604;None;None;None;7;descending
25666;955,24;21,52;0,27;494,56;0,0;0,002;2,0446482177734375;6,256048937988281;-9,004592443847656;40,33587786259542;0,7175572519083969;0,8778625954198473;34,12;-10,56;91,79999999999997;6,6667;20,0;0,0;80;0,603;None;None;None;7;descending
26167;955,29;21,55;0,27;494,12;-0,88;-0,002;2,051830822753906;6,260837341308593;-9,026140258789061;40,25190839694657;0,48091603053435117;0,8625954198473282;34,07;-10,58;174,59999999999997;6,6667;0,0;26,6667;270;0,603;None;None;None;7;descending
26667;955,11;21,43;0,27;495,69;3,14;0,008;2,068590234375;6,256048937988281;-9,117119921875;40,396946564885496;0,7786259541984732;0,8015267175572519;33,79;-10,6;239,39999999999995;10,0;0,0;103,3333;252;0,0;None;None;None;7;descending
27168;954,97;21,34;0,28;496,92;2,46;-0,001;2,032677209472656;6,251260534667968;-9,018957653808593;40,48854961832061;0,33587786259541985;1,0763358778625953;34,07;-10,49;248,39999999999998;10,0;0,0;123,3333;250;0,603;None;None;None;7;descending
27668;955,09;21,43;0,28;495,87;-2,1;-0,009;2,0877438476562498;6,296750366210937;-9,064447485351561;40,221374045801525;0,732824427480916;0,7709923664122137;34,1;-10,71;248,39999999999998;10,0;0,0;123,3333;250;0,603;None;None;None;7;descending
28169;955,17;21,49;0,28;495,17;-1,4;0,001;2,0278888061523435;6,217741711425781;-9,064447485351561;40,13740458015267;0,5419847328244275;0,7251908396946565;33,8;-10,45;248,39999999999998;10,0;0,0;126,6667;249;0,603;None;None;None;7;descending
28670;955,17;21,49;0,28;495,17;0,0;0,003;2,0757728393554684;6,287173559570312;-9,179369165039063;40,48854961832061;0,8320610687022901;0,8625954198473282;33,75;-10,57;248,39999999999998;10,0;0,0;123,3333;250;0,605;None;None;None;7;descending
29171;955,23;21,53;0,28;494,64;-1,06;-0,002;2,090138049316406;6,296750366210937;-9,176974963378905;40,534351145038165;1,1145038167938932;1,1603053435114503;33,78;-10,64;250,2;3,3333;0,0;63,3333;253;0,603;None;None;None;7;descending
29672;955,09;21,43;0,28;495,87;2,46;0,007;2,099714855957031;6,1842228881835934;-8,999804040527343;40,51908396946565;0,3816793893129771;0,5648854961832062;33,79;-10,88;163,8;3,3333;33,3333;0,0;107;0,603;None;None;None;7;descending
30174;955,12;21,46;0,28;495,61;-0,52;-0,006;2,0925322509765625;6,248866333007812;-8,932766394042968;40,534351145038165;0,6106870229007634;1,0458015267175573;34,26;-10,87;115,20000000000003;6,6667;36,6667;0,0;109;0,603;None;None;None;7;descending
30675;955,21;21,51;0,28;494,82;-1,58;-0,002;2,1021090576171875;6,241683728027343;-9,076418493652342;40,33587786259542;0,7938931297709924;0,6793893129770993;33,82;-10,8;106,20000000000003;3,3333;36,6667;0,0;98;0,603;None;None;None;7;descending
31176;955,27;21,55;0,27;494,3;-1,04;0,001;2,042254016113281;6,256048937988281;-9,045293872070312;40,41984732824427;0,8396946564885496;0,9236641221374046;34,01;-10,52;106,20000000000003;3,3333;36,6667;0,0;109;0,603;None;None;None;7;descending
31677;955,27;21,55;0,27;494,3;0,0;0,002;2,039859814453125;6,210559106445312;-8,992621435546875;40,19083969465649;0,4122137404580153;0,732824427480916;33,96;-10,57;106,20000000000003;3,3333;36,6667;0,0;109;0,604;None;None;None;7;descending
32178;955,31;21,57;0,28;493,95;-0,7;-0,001;2,0781670410156248;6,244077929687499;-8,992621435546875;40,30534351145038;0,3435114503816794;0,9847328244274809;34,08;-10,75;126,00000000000004;3,3333;3,3333;53,3333;233;0,603;None;None;None;7;descending
32679;955,11;21,44;0,28;495,69;3,47;0,008;2,0877438476562498;6,205770703124999;-9,016563452148437;40,57251908396947;0,9083969465648855;0,7938931297709924;33,84;-10,8;225,00000000000003;6,6667;0,0;133,3333;246;0,603;None;None;None;7;descending
33180;955,19;21,51;0,29;494,99;-1,4;-0,01;2,059013427734375;6,244077929687499;-8,90643017578125;40,38167938931298;0,8320610687022901;0,6717557251908397;34,34;-10,72;243,00000000000003;6,6667;0,0;153,3333;248;0,603;None;None;None;7;descending
33681;955,25;21,55;0,29;494,47;-1,04;0,001;2,0757728393554684;6,284779357910156;-9,02135185546875;39,916030534351144;0,46564885496183206;0,5954198473282443;34,17;-10,69;243,00000000000003;6,6667;0,0;153,3333;245;0,0;None;None;None;7;descending
34182;955,25;21,55;0,29;494,47;0,0;0,002;2,04943662109375;6,246472131347656;-8,997409838867187;40,396946564885496;0,6564885496183206;0,9236641221374046;34,09;-10,6;243,00000000000003;6,6667;0,0;153,3333;245;0,603;None;None;None;7;descending
34683;955,3;21,59;0,29;494,03;-0,88;-0,002;2,068590234375;6,253654736328125;-9,17458076171875;40,213740458015266;0,9007633587786259;0,8320610687022901;33,62;-10,55;243,00000000000003;6,6667;0,0;153,3333;245;0,0;None;None;None;7;descending
35184;955,26;21,56;0,3;494,38;0,7;0,003;2,1547814941406247;6,299144567871093;-9,129090930175781;39,030534351145036;0,8473282442748091;0,1297709923664122;33,88;-10,99;243,00000000000003;6,6667;0,0;156,6667;245;0,603;None;None;None;7;descending
35685;955,08;21,44;0,3;495,95;3,13;0,005;2,1260510742187497;6,291961962890625;-9,22485899658203;39,62595419847328;0,3435114503816794;0,3282442748091603;33,61;-10,78;243,00000000000003;6,6667;0,0;150,0;245;0,603;None;None;None;7;descending
36186;955,17;21,51;0,3;495,17;-1,56;-0,009;2,1068974609374997;6,363788012695312;-8,975862023925782;39,93893129770992;1,381679389312977;0,7175572519083969;34,61;-10,84;243,00000000000003;6,6667;0,0;150,0;245;0,603;None;None;None;7;descending
36687;955,24;21,55;0,3;494,56;-1,22;0,001;2,061407629394531;6,227318518066406;-8,942343200683593;40,267175572519086;0,8778625954198473;0,6564885496183206;34,16;-10,71;243,00000000000003;6,6667;0,0;143,3333;246;0,604;None;None;None;7;descending
37188;955,24;21,55;0,3;494,56;0,0;0,002;2,068590234375;6,2392895263671875;-9,05965908203125;40,54961832061068;1,549618320610687;1,7633587786259541;33,88;-10,65;246,60000000000005;10,0;0,0;103,3333;252;0,604;None;None;None;7;descending
37689;955,29;21,59;0,29;494,12;-0,88;-0,002;2,04943662109375;6,222530114746093;-8,987833032226561;40,50381679389313;1,6564885496183206;0,7175572519083969;34,02;-10,62;271,8000000000001;46,6667;0,0;43,3333;249;0,603;None;None;None;7;descending
38190;955,13;21,48;0,29;495,52;2,79;0,007;2,051830822753906;6,263231542968749;-9,004592443847656;39,99236641221374;0,7251908396946565;0,7557251908396947;34,14;-10,6;302,40000000000015;46,6667;0,0;50,0;352;0,602;None;None;None;7;descending
38691;955,01;21,39;0,28;496,57;2,1;-0,001;2,0757728393554684;6,234501123046875;-9,016563452148437;40,213740458015266;0,9770992366412213;1,0076335877862594;33,97;-10,72;304,2000000000001;50,0;0,0;50,0;240;0,602;None;None;None;7;descending
39192;955,12;21,47;0,28;495,61;-1,92;-0,008;2,090138049316406;6,153098266601562;-9,050082275390624;40,534351145038165;0,7251908396946565;0,7480916030534351;33,52;-10,81;264,6000000000001;53,3333;0,0;43,3333;263;0,603;None;None;None;7;descending
39693;955,2;21,53;0,28;494,91;-1,4;0,001;2,0829554443359375;6,248866333007812;-9,030928662109375;40,35114503816794;0,7709923664122137;0,8778625954198473;33,99;-10,74;268,2000000000001;56,6667;0,0;43,3333;268;0,602;None;None;None;7;descending
40194;955,2;21,53;0,28;494,91;0,0;0,003;2,123656872558594;6,236895324707031;-9,02135185546875;40,42748091603053;0,5648854961832062;0,8854961832061069;33,94;-10,96;264,6000000000001;53,3333;0,0;43,3333;263;0,603;None;None;None;7;descending
40695;955,26;21,58;0,28;494,38;-1,06;-0,002;2,090138049316406;6,2392895263671875;-8,89924757080078;40,396946564885496;0,8091603053435115;0,916030534351145;34,31;-10,89;259,20000000000005;53,3333;0,0;46,6667;255;0,0;None;None;None;7;descending
41196;955,11;21,48;0,28;495,69;2,61;0,007;2,0183119995117185;6,251260534667968;-9,057264880371093;40,50381679389313;0,5801526717557252;0,7938931297709924;33,97;-10,39;262,80000000000007;53,3333;0,0;46,6667;261;0,603;None;None;None;7;descending
41697;955,15;21,52;0,28;495,34;-0,7;-0,007;2,080561242675781;6,299144567871093;-8,990227233886719;40,343511450381676;0,7709923664122137;0,5725190839694656;34,32;-10,73;261,00000000000006;60,0;0,0;30,0;300;0,603;None;None;None;7;descending
42198;955,22;21,57;0,28;494,73;-1,22;-0,001;2,0566192260742184;6,248866333007812;-9,047688073730468;40,23664122137404;0,8702290076335878;0,816793893129771;33,96;-10,59;333,00000000000006;193,3333;3,3333;0,0;3;0,602;None;None;None;7;descending
42698;955,27;21,61;0,28;494,3;-0,86;0,001;2,0159177978515626;6,323086584472656;-9,050082275390624;40,29007633587786;0,6717557251908397;0,7251908396946565;34,29;-10,35;378,00000000000006;113,3333;40,0;0,0;42;0,0;None;None;None;7;descending
43199;955,27;21,61;0,28;494,3;0,0;0,002;2,080561242675781;6,232106921386718;-9,009380847167968;40,282442748091604;0,7786259541984732;0,8091603053435115;33,98;-10,75;412,2;93,3333;50,0;0,0;64;0,0;None;None;None;7;descending
43700;955,3;21,63;0,28;494,03;-0,54;-0,001;2,0159177978515626;6,270414147949219;-9,009380847167968;40,61832061068702;0,8625954198473282;0,9770992366412213;34,18;-10,41;412,2;110,0;40,0;0,0;45;0,602;None;None;None;7;descending
44201;955,12;21,51;0,28;495,61;3,15;0,007;2,085349645996094;6,270414147949219;-8,968679418945312;40,29770992366412;0,8320610687022901;0,8015267175572519;34,25;-10,79;397,79999999999995;156,6667;10,0;0,0;22;0,603;None;None;None;7;descending
44701;955,21;21,57;0,28;494,82;-1,58;-0,009;2,1356278808593747;6,2584431396484375;-9,114725720214842;39,221374045801525;-0,816793893129771;1,7251908396946565;33,76;-10,93;360,0;120,0;0,0;10,0;350;0,603;None;None;None;7;descending
45202;955,26;21,61;0,27;494,38;-0,88;0,001;2,104503259277344;6,368576416015625;-9,102754711914063;39,54961832061068;1,183206106870229;0,06870229007633588;34,28;-10,73;354,59999999999997;130,0;0,0;6,6667;354;0,603;None;None;None;7;descending
45703;955,26;21,61;0,27;494,38;0,0;0,002;1,9752163696289062;6,133944653320312;-9,265560424804686;43,221374045801525;-0,26717557251908397;-0,5877862595419847;32,92;-10,08;354,59999999999997;140,0;0,0;3,3333;357;0,603;None;None;None;7;descending
46204;955,31;21,64;0,27;493,95;-0,86;-0,002;2,133233679199219;6,311115576171875;-9,141061938476563;41,68702290076336;0,21374045801526717;1,7557251908396947;33,91;-10,87;358,2;153,3333;0,0;0,0;0;0,0;None;None;None;7;descending
46705;955,26;21,61;0,27;494,38;0,86;0,003;2,013523596191406;6,268019946289062;-9,02135185546875;40,81679389312977;1,6793893129770991;2,4580152671755724;34,14;-10,39;358,2;146,6667;0,0;3,3333;357;0,603;None;None;None;7;descending
47207;955,12;21,51;0,27;495,61;2,45;0,003;2,1404162841796874;6,198588098144531;-9,126696728515624;40,099236641221374;-0,13740458015267176;1,1145038167938932;33,47;-10,98;356,4;140,0;0,0;6,6667;354;0,0;None;None;None;7;descending
47708;955,2;21,57;0,27;494,91;-1,4;-0,008;2,01112939453125;6,291961962890625;-9,04050546875;40,213740458015266;0,8778625954198473;0,7251908396946565;34,19;-10,35;307,79999999999995;36,6667;0,0;50,0;240;0,603;None;None;None;7;descending
48209;955,26;21,62;0,27;494,38;-1,06;0,001;2,1404162841796874;6,306327172851562;-8,896853369140624;39,83969465648855;1,6259541984732824;1,2900763358778626;34,57;-11,1;282,59999999999997;26,6667;0,0;90,0;276;0,603;None;None;None;7;descending
48710;955,26;21,62;0,27;494,38;0,0;0,002;2,2864625854492187;6,169857678222656;-9,1554271484375;39,6793893129771;0,32061068702290074;1,3435114503816794;33,18;-11,7;264,59999999999985;16,6667;0,0;106,6667;259;0,603;None;None;None;7;descending
49211;955,31;21,66;0,27;493,95;-0,86;-0,002;2,0638018310546875;6,263231542968749;-8,942343200683593;41,030534351145036;0,48091603053435117;1,786259541984733;34,31;-10,7;255,5999999999998;3,3333;0,0;33,3333;252;0,603;None;None;None;7;descending
49712;955,13;21,54;0,27;495,52;3,13;0,008;2,1068974609374997;6,246472131347656;-9,074024291992187;40,19847328244275;1,0763358778625953;0,4122137404580153;33,84;-10,83;287,99999999999983;3,3333;0,0;0,0;0;0,603;None;None;None;7;descending
50213;954,98;21,45;0,27;496,83;2,61;-0,001;2,104503259277344;6,083666418457031;-9,114725720214842;42,93893129770992;0,17557251908396945;1,0381679389312977;33,04;-10,87;347,3999999999998;3,3333;0,0;0,0;0;0,603;None;None;None;7;descending
50714;955,1;21,53;0,27;495,78;-2,1;-0,009;2,061407629394531;6,236895324707031;-8,975862023925782;41,00763358778626;0,8015267175572519;0,732824427480916;34,11;-10,68;358,1999999999999;3,3333;0,0;0,0;0;0,603;None;None;None;7;descending
51215;955,18;21,59;0,27;495,08;-1,4;0,001;2,090138049316406;6,236895324707031;-9,028534460449219;40,19083969465649;0,42748091603053434;0,7404580152671756;33,94;-10,78;358,1999999999999;3,3333;0,0;0,0;0;0,603;None;None;None;7;descending
51716;955,18;21,59;0,27;495,08;0,0;0,003;2,059013427734375;6,234501123046875;-9,05965908203125;40,05343511450382;0,8320610687022901;0,648854961832061;33,86;-10,6;358,1999999999999;3,3333;0,0;0,0;0;0,0;None;None;None;7;descending
52217;955,25;21,64;0,27;494,47;-1,22;-0,002;2,104503259277344;6,246472131347656;-9,085995300292968;40,48854961832061;0,9312977099236641;0,9007633587786259;33,81;-10,81;358,1999999999999;3,3333;0,0;0,0;0;0,603;None;None;None;7;descending
52718;955,09;21,53;0,27;495,87;2,79;0,008;2,123656872558594;6,270414147949219;-9,04050546875;40,87786259541985;0,816793893129771;1,1603053435114503;34,03;-10,92;358,1999999999999;3,3333;0,0;0,0;0;0,0;None;None;None;7;descending
53219;955,03;21,49;0,27;496,39;1,04;-0,003;2,138022082519531;6,174646081542968;-9,083601098632812;40,48854961832061;0,21374045801526717;0,5267175572519084;33,49;-11,02;358,1999999999999;3,3333;0,0;0,0;0;0,604;None;None;None;7;descending
53720;955,13;21,57;0,27;495,52;-1,74;-0,006;2,133233679199219;6,323086584472656;-8,815450512695312;42,7557251908397;-0,24427480916030533;0,0;34,88;-11,12;358,1999999999999;3,3333;0,0;0,0;0;0,603;None;None;None;7;descending
54221;955,21;21,62;0,27;494,82;-1,4;0,001;2,0925322509765625;6,2392895263671875;-9,009380847167968;40,3587786259542;1,3129770992366412;0,7633587786259542;34,0;-10,81;358,1999999999999;3,3333;0,0;0,0;0;0,603;None;None;None;7;descending
54722;955,21;21,62;0,27;494,82;0,0;0,003;2,133233679199219;6,256048937988281;-9,150638745117186;38,87786259541985;0,6564885496183206;-0,9923664122137404;33,66;-10,89;358,1999999999999;3,3333;0,0;0,0;0;0,603;None;None;None;7;descending
55223;955,25;21,66;0,27;494,47;-0,7;-0,001;2,104503259277344;6,244077929687499;-8,939948999023438;39,038167938931295;0,15267175572519084;-0,25190839694656486;34,21;-10,92;302,39999999999986;3,3333;0,0;26,6667;255;0,602;None;None;None;7;descending
55724;955,1;21,56;0,27;495,78;2,61;0,007;2,0733786376953125;6,270414147949219;-9,045293872070312;38,083969465648856;-1,3587786259541985;-0,7404580152671756;34,05;-10,67;246,5999999999999;3,3333;3,3333;23,3333;223;0,602;None;None;None;7;descending
56225;955,18;21,62;0,27;495,08;-1,4;-0,008;2,051830822753906;6,1076084350585935;-9,054870678710937;39,31297709923664;-0,2824427480916031;0,16030534351145037;33,34;-10,64;230,3999999999999;3,3333;3,3333;26,6667;225;0,603;None;None;None;7;descending
56726;955,25;21,67;0,27;494,47;-1,22;0,0;2,0781670410156248;6,308721374511719;-8,973467822265624;40,57251908396947;2,4198473282442747;-0,21374045801526717;34,41;-10,73;224,99999999999986;3,3333;3,3333;23,3333;223;0,603;None;None;None;7;descending
57230;955,3;21,7;0,27;494,03;-0,87;0,001;2,051830822753906;6,572083557128906;-8,602366564941406;41,83969465648855;-0,9389312977099237;3,3587786259541983;36,62;-10,73;224,99999999999986;3,3333;3,3333;23,3333;223;0,603;None;None;None;7;descending
57731;955,3;21,7;0,27;494,03;0,0;0,002;2,0973206542968748;6,179434484863281;-9,074024291992187;39,83969465648855;-0,9770992366412213;0,6564885496183206;33,56;-10,82;224,99999999999986;3,3333;3,3333;23,3333;223;0,603;None;None;None;7;descending
58232;955,3;21,7;0,26;494,03;0,0;0,0;2,080561242675781;6,2392895263671875;-9,026140258789061;40,32824427480916;-0,6946564885496184;0,5648854961832062;33,96;-10,74;224,99999999999986;3,3333;3,3333;23,3333;223;0,602;None;None;None;7;descending
58733;955,13;21,59;0,26;495,52;2,97;0,006;2,1116858642578125;6,313509777832031;-9,016563452148437;40,7557251908397;0,42748091603053434;0,7251908396946565;34,28;-10,86;167,39999999999984;3,3333;6,6667;0,0;60;0,604;None;None;None;7;descending
59234;955,21;21,64;0,26;494,82;-1,4;-0,009;2,0781670410156248;6,177040283203125;-9,081206896972656;40,3206106870229;0,5343511450381679;0,7251908396946565;33,55;-10,71;169,19999999999985;3,3333;3,3333;13,3333;210;0,603;None;None;None;7;descending
59736;955,26;21,68;0,26;494,38;-0,88;0,001;2,1404162841796874;6,196193896484375;-9,018957653808593;40,56488549618321;1,0458015267175573;0,9312977099236641;33,76;-11,07;201,59999999999985;3,3333;6,6667;13,3333;180;0,603;None;None;None;7;descending
60237;955,26;21,68;0,26;494,38;0,0;0,002;2,0829554443359375;6,354211206054687;-8,99501563720703;40,19847328244275;1,1526717557251909;0,549618320610687;34,54;-10,71;167,39999999999984;3,3333;6,6667;3,3333;60;0,603;None;None;None;7;descending
60739;955,3;21,71;0,26;494,03;-0,7;-0,001;2,0374656127929685;6,241683728027343;-8,954314208984375;40,70992366412214;0,6870229007633588;1,0610687022900764;34,2;-10,57;86,39999999999984;3,3333;6,6667;0,0;60;0,603;None;None;None;7;descending
61239;955,17;21,62;0,26;495,17;2,28;0,006;2,1021090576171875;6,318298181152343;-9,016563452148437;40,38931297709924;0,4961832061068702;0,8625954198473282;34,31;-10,81;64,79999999999984;3,3333;6,6667;0,0;60;0,603;None;None;None;7;descending
61740;955,03;21,53;0,26;496,39;2,44;0,0;2,0374656127929685;6,287173559570312;-8,954314208984375;40,37404580152672;0,7480916030534351;0,8473282442748091;34,4;-10,55;62,999999999999844;3,3333;6,6667;0,0;60;0,603;None;None;None;7;descending
62242;955,13;21,6;0,26;495,52;-1,73;-0,008;2,0542250244140625;6,272808349609375;-9,009380847167968;40,05343511450382;0,29770992366412213;0,7099236641221374;34,17;-10,6;62,999999999999844;3,3333;6,6667;0,0;60;0,604;None;None;None;7;descending
62743;955,21;21,66;0,26;494,82;-1,4;0,001;2,0661960327148434;6,284779357910156;-8,896853369140624;40,534351145038165;1,2061068702290076;0,40458015267175573;34,53;-10,74;64,79999999999984;3,3333;6,6667;0,0;60;0,603;None;None;None;7;descending
