Timestamp;Pressure (hPa);Temperature (°C);Humidity (%);Bme280 Altitude (m);Speed (m/s);Relative Vertical Acceleration (m/s^2);Absolute Acceleration X (m/s^2);Absolute Acceleration Y (m/s^2);Absolute Acceleration Z (m/s^2);Rate of Rotation X (°/s);Rate of Rotation Y (°/s);Rate of Rotation Z (°/s);Rotation X (°);Rotation Y (°);Motor Rotation (°);Luminance at 0° (lux);Luminance at 120° (lux);Luminance at 240° (lux);Calculated Light Angle (°);Solar Panel Voltage (V);Gps Lat (°);Gps Lon (°);Gps Altitude (m);Errors;Status
81460;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
82468;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
83472;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
84476;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
85480;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
86484;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
87492;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
88496;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
89500;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
90504;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
91508;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
92516;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
93520;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
94524;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
95528;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
96532;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
97541;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
98546;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
99550;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
100554;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
101558;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
102566;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
103570;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
104574;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
105579;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
106583;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
107591;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
108595;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
109599;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
110603;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
111608;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
112615;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
113619;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
114623;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
115627;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
116632;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
117639;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
118643;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
119647;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
120652;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
121656;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
122663;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
123667;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
124672;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
125675;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
126680;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
127688;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
128692;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
129696;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
130700;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
131704;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
132712;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
133716;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
134721;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
135725;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
136729;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
137736;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
138740;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
139745;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
140749;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
141753;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
142760;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
143765;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
144769;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
145773;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
146777;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
147785;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
148789;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
149793;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
150797;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
151801;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
152809;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
153813;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
154817;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
155821;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
156825;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
157829;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
158833;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
159842;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
160847;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
161851;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
162855;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
163859;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
164880;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
165884;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
166888;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
167892;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
168897;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
169904;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
170908;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
171912;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
172916;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
173921;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
174928;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
175932;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
176937;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
177941;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
178945;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
179953;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
180957;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
181961;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
182966;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
183970;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
184977;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
185982;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
186986;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
187990;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
188994;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
190005;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
191009;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
192013;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
193017;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
194021;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
195030;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
196033;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
197038;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
198042;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
199046;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
200053;;;;;;;;;;;;;;;;;;;;;None;None;None;;landed
